tumor,gt_top,encoded_top,intersection
tgm025_preop,"['16506', '25105', '14910', '24928', '15906', '26100', '26623', '15303', '21994', '16365', '26797', '20461', '9282', '20281', '11718']","['11006', '15303', '16365', '18138', '11780', '15025', '14020', '26623', '25105', '20798', '15906', '17373', '22115', '11099', '14910']",['14910' '15303' '15906' '16365' '25105' '26623']
tgm026_preop,"['16894', '18815', '23920', '26100', '27172', '22860', '15187', '18913', '16077', '24416', '13832', '13187', '16506', '21470', '26389']","['23920', '16077', '12656', '8092', '18231', '15906', '17429', '20281', '21470', '13187', '18815', '19984', '14910', '10955', '8733']",['13187' '16077' '18815' '21470' '23920']
tgm027_preop,"['11177', '19974', '16691', '26109', '17729', '9124', '24419', '23960', '24083', '9200', '18140', '24714', '13705', '14774', '9730']","['24488', '23354', '23741', '18922', '15504', '24520', '27246', '12529', '17155', '15777', '17158', '11714', '16836', '27965', '21732']",[]
tgm028_preop,"['18108', '20354', '13551', '17180', '21181', '23266', '17817', '15947', '25278', '11789', '17718', '16621', '23922', '14491', '15860']","['15947', '21181', '18108', '14491', '18676', '24553', '15860', '12961', '11789', '11030', '9450', '17718', '11550', '18762', '15913']",['11789' '14491' '15860' '15947' '17718' '18108' '21181']
tgm029_preop,"['11472', '12969', '21614', '13206', '9209', '19247', '20096', '14191', '11151', '24516', '26713', '19282', '20930', '15411', '26844']","['12969', '21614', '11472', '14191', '22094', '16631', '9209', '26713', '15411', '19247', '16816', '20930', '26844', '24769', '18144']","['11472' '12969' '14191' '15411' '19247' '20930' '21614' '26713' '26844'
 '9209']"
tgm030_preop,"['8000', '8001', '8002', '8003', '8004', '8005', '8006', '8007', '8008', '8009', '8010', '8011', '8012', '8013', '8014']","['20237', '14721', '24774', '27185', '12243', '22343', '10896', '21278', '10639', '16102', '21888', '13437', '18376', '27550', '18180']",[]
tgm031_preop,"['16457', '24415', '17725', '9860', '14064', '24580', '12529', '19909', '13682', '10836', '21428', '26640', '13546', '14851', '22908']","['17421', '15886', '18731', '17198', '22710', '21770', '12624', '17645', '23463', '18696', '22146', '25774', '18948', '16803', '23325']",[]
tgm033_preop,"['10776', '20874', '16927', '14309', '24423', '14812', '17349', '12143', '21073', '22555', '23121', '22504', '16239', '16753', '9911']","['10776', '16927', '17795', '12143', '20874', '24423', '16239', '16753', '22555', '15933', '17349', '14309', '19533', '17682', '26730']","['10776' '12143' '14309' '16239' '16753' '16927' '17349' '20874' '22555'
 '24423']"
tgm034_preop,"['18882', '20299', '18364', '24436', '17214', '15303', '14241', '26594', '26482', '13634', '18201', '18968', '21359', '20816', '8059']","['26594', '24436', '26482', '21359', '17214', '18201', '8059', '14241', '25826', '26378', '23127', '23275', '18154', '16736', '10417']",['14241' '17214' '18201' '21359' '24436' '26482' '26594' '8059']
tgm035_preop,"['8000', '8001', '8002', '8003', '8004', '8005', '8006', '8007', '8008', '8009', '8010', '8011', '8012', '8013', '8014']","['10842', '24164', '18256', '18097', '10896', '18522', '18440', '13717', '22238', '8129', '24928', '9753', '13378', '9408', '17609']",[]
tgm036_preop,"['9310', '19946', '16840', '23053', '10417', '24421', '16837', '24845', '27851', '23673', '23127', '12948', '25028', '24342', '23817']","['12948', '24845', '26594', '21359', '16736', '19946', '9310', '18201', '25028', '27851', '17741', '10417', '23127', '16840', '16028']",['10417' '12948' '16840' '19946' '23127' '24845' '25028' '27851' '9310']
tgm037_preop,"['26844', '15754', '9775', '21892', '19247', '20096', '12317', '21614', '21446', '10890', '22509', '16432', '16035', '17543', '8613']","['9802', '9524', '12246', '16296', '16489', '18033', '15183', '8971', '26950', '12881', '16510', '8427', '13739', '9775', '21446']",['21446' '9775']
tgm038_preop,"['11103', '20092', '12071', '16142', '24260', '18008', '17816', '14580', '8918', '15197', '24186', '11176', '15087', '14034', '18826']","['11103', '14776', '20237', '14721', '9620', '27185', '24774', '22343', '18826', '16102', '18180', '21888', '10896', '23251', '18376']",['11103' '18826']
tgm039_preop,"['26080', '9939', '19065', '18295', '21865', '9947', '8827', '26095', '18852', '11503', '9341', '26613', '20441', '22940', '14450']","['27897', '11854', '22589', '9341', '11503', '26080', '25594', '22030', '8827', '22604', '16933', '23264', '14450', '26613', '25109']",['11503' '14450' '26080' '26613' '8827' '9341']
